num_steps,n_seeds,mean,std,sem,ci95_lo,ci95_hi
256,3,55.87292010005752,37.19780390279538,21.476162096541824,13.602353852929404,83.60941803994015
512,3,64.16826335336482,48.93753926120931,28.254101465937076,9.17424477555539,102.91810292802728
1024,3,58.22121060304098,55.47410327867138,32.027988460994024,-3.894023284638598,102.83055894481829
