lr,n_seeds,mean,std,sem,ci95_lo,ci95_hi
1e-4,3,-93.85547704953838,13.283365745836988,7.6691547891032394,-105.12924556673427,-79.21168360392252
3e-4,3,-33.76314340904276,19.006833658786014,10.973600529342546,-52.079359892057994,-14.1337942647934
1e-3,3,-21.78802239629957,108.1284042137485,62.427963279852364,-120.77696711222329,93.6051860332489
3e-3,3,55.098183913760714,43.95202728072673,25.375714781957356,9.000325775146486,96.53246879577637
